23:2,5,3,5,8,8,9,9,2,3,7,3,3,8,3,7,1,9,6,7,7,8,1,7,9,1,5,8,1,5
24:2,6,1,2,4,4,1,9,1,8,4,7,9,1,2,8,5,6,8,5,8,6,1,9,3,7,6,9,5,2
25:7,9,4,4,9,8,2,6,2,8,3,6,1,1,8,3,7,1,1,8,7,8,1,6,8,3,9,8,2,3
26:4,9,2,5,4,2,7,6,9,8,7,3,5,2,3,2,9,4,3,1,6,7,7,1,7,6,5,9,2,8
27:5,1,1,4,5,5,2,4,8,3,2,8,1,7,6,3,7,6,3,8,3,4,8,1,8,7,3,2,7,2
28:6,6,1,7,6,7,6,1,6,6,5,2,2,4,2,1,4,9,7,1,6,5,5,8,8,8,6,7,6,2
29:9,5,7,7,8,1,6,5,3,6,1,2,1,1,8,7,4,3,8,2,9,4,1,8,7,3,8,8,6,7
30:4,4,9,7,9,7,7,8,7,9,5,9,2,2,9,3,3,3,1,6,7,3,2,9,4,3,9,7,3,5
31:3,5,9,4,4,9,7,5,9,9,3,5,6,9,9,8,5,6,3,8,8,3,2,9,1,7,9,1,7,5
32:7,8,2,8,9,5,5,5,4,8,2,6,8,3,1,5,5,1,6,9,9,8,2,2,5,8,5,9,7,6
33:3,8,3,2,8,9,5,7,6,2,9,3,1,4,9,8,2,2,9,8,5,8,3,4,3,3,2,6,6,7
34:1,8,4,3,6,5,7,8,9,5,1,5,6,7,8,4,6,9,8,1,1,5,9,7,8,1,7,7,5,4
35:4,6,7,6,1,8,1,1,2,8,8,3,5,4,1,6,3,9,5,5,5,6,5,6,4,6,5,7,3,6
36:9,7,1,4,2,6,1,4,1,2,7,7,2,4,9,6,6,3,3,7,4,3,4,2,8,8,9,2,2,5
37:1,8,4,1,7,1,9,7,1,2,9,3,5,1,5,3,5,1,2,1,9,9,2,8,2,3,4,2,9,6
38:9,9,4,5,7,7,9,2,4,7,7,9,9,6,9,4,9,8,4,9,3,1,8,1,7,9,1,9,3,9
39:7,7,7,2,1,5,8,9,9,6,7,3,5,1,2,9,6,6,6,1,3,7,1,7,7,3,9,7,6,5
40:3,3,4,4,3,2,6,5,8,4,7,7,5,2,8,3,9,8,1,2,4,4,4,3,5,9,1,9,5,4
41:1,2,6,8,5,7,9,4,5,9,9,7,8,3,9,3,4,5,3,8,4,6,6,6,6,9,8,7,7,6
42:7,9,1,7,3,3,2,8,5,8,7,2,2,4,1,4,2,6,1,4,3,5,2,3,3,3,1,3,2,4
43:9,2,5,4,2,5,9,1,8,4,2,6,3,7,6,7,4,5,7,1,3,8,6,9,3,7,3,5,4,8
44:9,2,6,3,7,2,5,4,7,8,1,5,4,2,9,6,8,3,6,7,1,4,3,1,8,3,7,7,4,4
45:4,7,4,4,5,9,8,1,8,4,5,6,9,1,3,8,7,6,7,4,3,5,7,6,6,2,1,2,1,8
46:6,6,1,2,1,2,6,7,9,4,8,5,9,8,6,8,6,1,4,1,7,1,7,1,5,8,7,9,1,6
47:5,1,6,4,1,2,5,2,7,3,6,4,8,3,2,3,9,6,4,1,6,6,5,4,5,2,3,1,8,5
48:3,1,3,8,2,3,9,7,6,9,2,3,9,3,4,4,9,5,4,5,3,2,5,8,1,5,7,2,4,6
49:6,7,5,3,7,3,9,4,7,4,3,9,8,2,5,1,3,5,9,7,3,4,8,2,9,7,6,2,4,2
50:8,2,5,6,7,6,9,1,9,7,3,3,2,7,9,5,2,1,5,9,8,3,3,2,9,8,1,4,1,8
51:5,7,9,1,2,7,7,5,9,6,5,8,9,9,8,5,3,1,3,7,9,5,3,6,9,8,8,5,2,9
52:9,5,9,1,4,8,4,4,3,9,3,7,3,6,4,4,6,3,4,7,2,2,3,8,2,7,2,2,3,8
53:8,7,6,8,1,2,4,2,6,2,2,7,7,7,8,8,5,6,9,2,8,7,9,3,9,8,2,5,6,1
54:4,1,4,1,8,1,7,5,9,5,3,9,8,1,9,2,7,8,2,1,6,7,5,2,8,1,2,7,6,4
55:4,8,1,4,8,9,9,9,4,6,2,3,3,5,3,4,4,3,5,5,4,5,8,4,6,7,7,5,6,4
56:2,2,3,8,7,3,7,1,3,5,4,2,5,2,1,9,9,9,5,4,1,2,2,7,4,9,4,8,3,5
57:6,5,1,4,4,2,7,6,4,2,9,9,9,9,7,3,3,8,4,1,2,8,7,1,1,3,3,7,2,1
58:5,1,5,2,8,4,2,9,6,9,8,4,5,9,3,1,5,2,5,1,5,4,5,4,7,4,9,8,7,9
59:6,3,5,7,1,6,8,6,9,2,2,1,9,9,6,1,8,3,9,5,4,1,9,5,7,1,4,3,6,1
60:9,8,7,2,5,7,9,6,9,4,8,9,1,4,3,4,3,6,6,9,2,8,1,9,1,9,9,2,8,8
61:6,2,1,4,5,7,4,8,4,9,4,5,1,5,7,9,1,1,9,6,9,4,2,3,3,6,8,6,4,4
62:4,7,4,4,5,9,8,1,8,4,5,6,9,1,3,8,7,6,7,4,9,5,7,6,6,2,1,2,1,7
63:4,3,2,5,5,7,2,6,4,6,9,7,8,3,2,2,3,5,1,7,5,5,7,4,2,8,9,9,9,5
64:4,7,7,6,4,4,9,7,4,7,2,9,4,6,4,8,4,3,1,6,7,9,3,7,4,2,9,8,9,2
65:8,7,8,5,6,6,8,5,7,9,1,3,6,8,7,2,3,5,2,9,6,5,4,2,1,6,4,8,8,8
66:2,1,3,7,8,2,8,9,8,8,1,1,6,8,2,3,3,1,8,3,9,9,8,1,1,8,4,9,7,9
67:5,6,1,5,6,8,1,3,4,9,7,2,6,9,5,1,2,5,4,8,5,5,9,2,3,8,6,5,1,8
68:9,1,6,2,6,7,4,1,2,5,5,1,4,4,8,4,7,4,9,9,6,3,4,2,8,3,8,2,3,1
69:1,3,5,4,6,2,1,3,5,8,4,7,3,5,3,4,1,9,8,9,9,5,4,1,1,9,7,3,7,6
70:8,1,6,6,1,2,3,3,3,7,2,2,1,9,5,3,1,2,9,3,5,3,5,3,6,5,6,3,7,6
71:3,7,5,6,7,7,7,6,2,3,1,8,6,8,6,2,7,1,3,3,7,8,5,9,8,3,5,4,5,6
72:4,3,4,4,3,6,1,6,3,1,9,3,6,1,2,1,3,6,4,5,6,4,7,2,4,3,9,4,1,4
73:4,9,6,6,6,5,1,7,1,7,8,9,5,1,7,5,3,4,1,1,5,8,9,8,5,8,8,8,3,2
74:7,9,4,4,9,8,2,6,2,8,3,6,1,1,8,3,7,1,1,8,7,8,1,6,8,3,9,8,2,7
75:1,1,1,2,2,7,2,8,6,5,3,1,3,7,8,2,5,3,2,7,7,8,2,9,8,9,9,4,9,6
76:4,5,7,4,7,8,4,2,3,3,6,7,8,9,8,1,3,5,9,8,4,5,6,5,2,8,4,3,6,7
77:6,8,4,8,3,6,5,3,9,2,5,6,3,7,9,6,4,3,6,1,6,1,6,6,6,5,1,8,8,1
78:5,9,2,4,4,6,3,5,2,7,4,2,6,9,7,3,6,2,5,3,5,2,3,9,1,5,7,1,8,1
79:2,7,3,1,4,2,1,5,3,2,9,6,4,9,3,5,4,3,6,8,5,6,6,8,2,2,9,5,2,1
80:7,7,1,4,9,4,5,1,1,4,1,8,2,9,4,8,4,3,3,5,9,9,6,5,5,1,1,2,4,9
81:3,6,5,2,3,4,6,6,3,9,5,7,9,2,7,2,7,7,1,8,5,3,7,3,3,5,2,6,4,3
82:9,5,1,4,9,2,6,5,5,7,6,4,6,8,9,3,1,8,6,1,9,6,5,6,7,4,2,7,1,7
83:3,1,6,2,2,1,7,2,4,7,4,6,7,7,2,2,3,5,9,3,5,4,1,3,5,5,9,9,6,9
84:3,1,5,4,7,4,9,3,3,8,4,3,3,9,3,4,6,3,3,4,9,3,4,1,5,5,8,6,2,3
85:5,8,7,1,4,6,5,7,2,2,5,2,9,8,7,9,5,5,1,4,9,6,4,8,5,8,7,4,1,8
86:8,5,6,1,7,8,9,2,7,6,4,5,9,6,8,9,1,3,3,7,3,2,5,2,1,8,9,5,9,9
87:5,8,3,1,2,5,6,1,6,4,4,9,8,6,2,3,7,1,5,7,8,3,8,5,9,4,6,9,9,2
88:8,6,8,5,2,4,4,3,4,6,2,3,3,7,2,9,8,1,9,1,8,4,1,5,7,5,8,5,7,8
89:8,8,6,1,9,8,2,4,3,2,6,8,3,7,7,4,9,7,4,4,2,4,7,8,2,5,5,4,6,9
90:7,3,3,3,9,7,3,9,2,7,6,5,2,7,1,3,7,8,5,7,2,1,7,5,4,6,5,5,1,2
91:6,8,4,8,3,6,5,3,9,2,5,6,3,7,9,6,4,3,6,1,6,1,6,6,6,5,1,8,8,1
92:6,5,6,7,8,7,4,5,7,9,1,2,1,5,5,8,3,6,3,1,5,2,8,3,7,6,8,1,1,5
93:5,5,4,2,7,5,9,7,3,1,1,1,4,4,8,8,3,1,9,8,2,7,9,8,4,9,3,6,5,7
94:4,2,1,4,4,5,7,9,1,7,7,8,4,2,7,9,7,6,1,6,7,9,5,4,2,3,1,8,5,1
95:4,7,6,2,2,5,3,9,7,3,6,4,8,5,2,6,7,9,6,1,4,7,2,3,3,7,1,5,2,3
96:4,7,1,3,7,3,5,5,2,4,9,8,4,1,9,3,1,1,7,1,1,1,4,9,1,7,3,7,3,8
97:6,1,3,1,4,1,4,4,5,8,9,1,2,1,1,9,4,2,5,9,1,4,4,9,5,9,2,8,2,5
98:1,6,8,1,2,8,8,4,6,4,8,7,5,1,7,5,9,7,9,2,6,3,8,6,2,6,4,3,5,5
99:4,5,4,3,6,6,9,9,8,2,4,5,9,5,5,8,3,6,7,4,8,2,8,4,1,5,9,4,1,9
100:1,7,2,5,1,7,2,9,1,7,4,7,5,9,3,6,4,6,5,7,9,4,2,5,1,9,5,2,6,1
101:3,1,6,1,3,9,7,5,1,3,5,3,6,6,7,9,6,3,4,2,9,6,3,4,5,7,2,6,8,7
102:1,8,3,9,5,6,8,5,5,8,2,1,8,6,5,4,6,2,1,8,1,7,7,2,4,4,1,7,3,2
103:2,3,7,4,9,2,4,2,2,8,8,1,5,9,2,7,6,4,4,4,6,2,8,5,4,6,7,8,1,6
104:7,7,7,4,1,9,4,1,5,3,4,9,4,7,8,1,8,2,8,9,7,2,6,6,5,2,6,8,8,8
105:3,9,9,3,8,7,5,5,7,6,8,2,2,2,4,1,7,6,2,8,7,6,3,3,3,2,5,3,8,3
106:6,9,8,2,5,1,7,3,4,1,8,3,2,4,2,2,3,5,8,1,9,9,8,9,9,7,3,8,1,3
107:4,2,1,4,4,5,7,9,1,7,7,8,4,2,7,9,7,6,1,6,7,9,5,4,2,3,1,8,5,8
108:2,5,4,5,9,5,8,3,9,6,9,8,3,8,7,6,4,5,5,9,9,2,1,1,3,5,9,6,3,2
109:6,9,9,7,2,1,8,3,9,6,7,8,4,5,3,6,7,3,5,1,6,9,4,8,8,2,5,8,9,1
110:6,1,3,1,4,5,4,4,5,8,9,1,2,1,1,9,4,2,5,9,1,4,4,9,5,9,2,8,2,5
111:7,4,6,7,2,7,9,2,4,4,7,8,7,3,6,4,2,4,6,8,2,1,1,7,6,2,3,1,8,8
112:4,8,8,2,9,6,8,3,3,8,2,9,4,9,8,7,1,5,2,3,6,5,3,8,7,3,7,5,9,3
113:6,8,1,6,7,2,3,7,5,7,1,8,1,7,2,4,5,2,7,6,3,9,7,4,8,6,2,7,6,1
114:2,9,4,2,8,4,8,9,1,2,4,6,3,9,4,2,2,2,9,6,5,7,7,5,2,6,8,3,6,3
115:4,7,1,9,5,1,2,5,1,1,9,2,4,6,2,1,1,1,9,4,8,3,4,7,1,9,6,9,8,3
116:9,5,7,4,2,2,7,7,6,7,7,5,7,6,1,3,4,2,2,2,1,1,2,3,6,7,7,7,5,2
117:9,7,6,6,2,5,8,3,9,2,4,1,9,3,8,1,6,7,3,8,2,2,7,5,9,8,7,4,3,5
118:9,2,9,5,7,2,1,1,9,4,4,7,5,1,8,9,5,9,2,3,6,1,2,6,2,7,5,4,3,3
119:5,1,6,8,1,3,4,1,3,8,1,2,8,1,7,4,5,6,2,1,4,7,8,6,5,6,3,4,8,5
120:6,2,2,2,1,9,4,2,6,6,5,1,4,2,2,9,3,7,7,4,4,3,9,5,5,4,2,7,8,6
121:2,1,2,1,8,9,5,2,6,5,6,4,7,6,4,5,9,7,1,5,5,4,2,4,2,1,4,7,3,9
122:8,4,5,6,1,8,7,1,6,9,7,7,9,8,4,7,1,5,1,3,4,7,3,4,5,8,4,7,5,2
123:4,9,9,2,6,8,7,5,5,9,5,9,6,4,7,4,2,3,7,1,9,7,6,5,9,9,5,6,6,9
124:6,7,7,8,6,9,7,5,3,9,9,9,8,2,6,5,7,9,7,8,6,7,5,5,4,7,1,1,4,3
125:8,7,7,2,5,9,8,1,9,6,5,7,1,2,8,6,1,4,5,2,4,4,5,9,9,6,6,7,3,8
126:2,3,3,6,2,5,4,8,5,5,2,8,9,1,7,7,8,7,4,3,5,5,8,8,3,9,9,2,5,3
127:1,2,6,3,4,1,7,9,3,8,4,6,8,8,6,3,4,2,6,4,7,5,5,7,7,6,1,2,6,8
128:5,6,2,7,6,7,1,5,9,6,6,9,5,2,5,1,1,5,6,5,2,1,5,6,8,5,9,5,5,2
129:7,6,6,6,5,5,8,3,4,5,2,7,6,5,1,5,9,9,7,9,6,1,8,6,2,6,8,4,3,2
130:4,9,8,2,6,5,1,4,2,1,2,4,6,5,2,9,5,1,1,9,4,5,7,5,1,9,4,4,5,4
131:8,7,7,2,8,9,8,1,9,6,5,7,1,2,8,6,1,4,5,2,4,4,5,9,9,6,6,7,3,3
132:3,6,1,4,9,4,8,1,1,4,3,5,3,4,5,5,6,5,1,7,2,7,1,5,1,9,3,7,2,8
133:9,1,2,2,4,8,4,1,1,1,2,8,1,9,7,4,2,7,5,1,3,1,1,9,7,5,4,9,1,8
134:9,4,5,1,7,3,1,4,2,8,2,9,6,4,4,5,6,3,5,9,4,4,3,4,9,5,8,7,9,2
135:4,9,2,5,4,2,7,6,9,8,7,3,5,2,3,2,9,4,3,1,6,7,7,1,7,6,5,9,2,2
136:5,9,5,7,5,4,7,6,5,1,3,7,6,4,4,8,6,2,8,5,9,7,5,4,8,8,7,9,5,2
137:5,1,6,8,1,3,4,1,3,8,1,2,8,1,7,4,5,6,2,1,4,7,8,6,5,9,3,4,8,5
138:4,9,2,5,4,2,7,6,9,8,7,3,5,2,3,2,9,4,3,1,6,7,7,1,7,6,5,9,2,2
139:1,1,7,8,2,7,8,1,2,8,6,1,9,4,7,5,3,1,8,9,4,4,8,3,2,7,4,8,4,1
140:1,7,7,3,1,6,1,4,8,7,2,2,8,9,9,1,7,4,7,1,9,3,7,2,7,6,6,2,5,2
141:9,7,9,7,1,6,3,4,7,3,9,1,4,3,8,6,2,1,5,8,5,7,3,2,7,2,6,3,3,3
142:5,2,3,2,7,7,1,1,5,5,6,5,6,3,2,2,3,4,6,2,8,1,1,5,2,1,6,3,1,4
143:6,5,9,1,7,8,5,3,6,1,2,4,2,4,4,4,1,4,9,1,6,7,4,5,3,8,3,1,4,1
144:4,7,7,6,4,4,9,7,4,7,2,9,4,6,4,8,4,3,1,6,7,9,3,7,4,2,9,8,9,4
145:1,3,1,7,4,4,4,3,6,3,9,2,1,7,4,1,6,6,2,5,3,2,1,9,8,6,2,6,7,3
146:1,7,1,2,7,6,6,5,6,7,3,7,4,8,3,2,7,7,2,1,6,8,2,3,3,9,5,4,9,5
147:1,1,8,9,8,5,9,1,5,1,2,2,9,4,2,3,2,2,8,1,9,3,2,2,3,9,2,2,9,4
148:5,6,8,9,5,9,9,1,8,9,1,5,1,1,2,1,4,8,6,4,1,8,2,4,5,4,9,5,6,4
149:6,8,4,8,3,6,5,3,9,2,5,6,3,7,9,6,4,3,6,1,6,1,6,6,6,5,1,8,8,7
150:8,4,2,6,8,3,3,4,7,1,5,6,5,5,4,6,6,7,5,7,3,7,7,6,3,1,2,8,4,4
151:8,4,5,6,1,8,7,1,6,9,7,7,9,8,4,7,1,5,1,3,4,7,3,4,5,8,4,7,7,2
152:7,8,2,1,8,4,4,8,3,6,6,1,8,4,6,2,3,2,7,5,4,4,3,1,5,3,3,2,5,8
153:3,7,7,4,1,5,8,8,3,9,4,7,5,7,5,8,7,6,3,8,9,6,7,6,8,6,6,2,6,8
154:3,9,7,2,8,9,1,3,4,8,5,8,1,3,2,5,9,6,1,6,1,7,5,1,8,9,1,7,8,4
155:6,4,6,7,8,9,8,7,1,9,9,9,3,1,5,5,5,5,5,1,1,1,9,3,8,4,3,7,5,6
156:2,2,3,4,8,7,9,1,2,3,5,9,7,2,4,1,4,4,8,3,7,9,1,4,4,2,6,8,2,1
157:1,2,6,2,3,9,8,9,4,2,7,8,2,8,4,9,9,2,8,6,7,2,6,1,5,5,1,8,9,2
158:7,5,8,8,4,1,2,7,3,9,6,8,1,9,7,6,2,3,9,9,7,9,8,8,4,3,1,8,5,6
159:6,9,9,7,2,1,8,3,9,6,7,5,4,5,3,6,7,3,5,1,6,9,4,8,8,2,5,8,9,1
160:8,9,5,6,8,8,9,5,5,6,8,7,7,4,1,4,4,1,3,1,2,5,3,9,4,4,8,5,6,9
161:6,3,5,7,1,6,8,6,9,2,2,1,9,9,6,1,8,3,9,5,4,1,1,5,7,1,4,3,6,1
162:4,6,9,9,8,8,2,7,5,3,7,9,5,7,2,5,7,3,5,9,9,4,4,9,9,9,9,9,1,2
163:6,5,4,3,4,3,1,5,3,4,6,7,5,3,1,3,7,7,7,2,6,6,4,8,4,5,2,3,3,1
164:1,7,1,2,7,8,6,5,6,7,3,7,4,8,3,2,7,7,2,1,6,8,2,3,3,9,5,4,9,5
165:4,7,4,4,5,9,8,1,8,4,5,6,9,1,3,8,7,6,7,4,9,5,7,6,6,2,1,2,1,8
166:3,6,2,3,9,6,5,4,6,7,2,4,4,1,6,1,3,2,8,2,8,2,1,6,2,8,8,3,3,5
167:3,1,6,2,2,4,7,2,4,7,4,6,7,7,2,2,3,5,9,3,5,4,1,3,5,5,9,9,6,9
168:1,6,7,7,3,7,6,3,6,3,9,2,9,5,2,9,7,1,4,8,1,7,3,7,7,5,6,8,6,2
169:2,2,3,4,8,7,9,1,2,3,5,9,7,2,4,1,4,4,8,3,7,9,1,4,4,2,6,8,2,4
170:7,7,1,4,9,4,5,1,1,4,1,8,2,9,4,8,4,3,3,5,9,9,6,5,5,1,1,2,4,3
171:5,4,6,5,6,1,3,8,1,6,6,7,3,2,4,7,2,6,8,5,2,8,8,5,4,9,2,6,5,4
172:1,7,7,1,3,8,5,1,7,4,9,6,7,9,2,2,4,3,9,6,8,4,2,7,3,4,1,6,6,8
173:2,5,4,9,9,3,8,4,8,5,6,2,2,7,1,1,2,9,8,8,2,6,2,8,6,2,5,7,6,9
174:5,9,2,2,3,8,8,9,3,6,1,2,1,5,7,9,6,9,9,2,8,6,5,5,2,7,8,7,2,5
175:2,8,6,5,6,2,4,4,2,7,2,2,7,9,9,2,2,5,6,2,7,5,4,9,2,2,1,8,8,4
176:6,4,7,4,8,5,8,3,5,3,9,7,2,7,1,8,8,3,1,3,5,3,5,4,6,2,8,3,5,5
177:7,1,4,1,3,9,7,9,6,9,8,2,6,7,5,6,3,6,6,3,5,9,5,1,9,1,6,3,6,2
178:1,2,8,7,6,3,6,1,5,5,5,9,7,9,2,5,8,2,4,5,5,2,3,3,9,2,4,3,8,7
179:3,6,5,2,3,4,6,6,3,9,5,5,9,2,7,2,7,7,1,8,5,3,7,3,3,5,2,6,4,3
180:9,6,4,5,8,4,1,6,3,3,5,8,9,5,9,7,9,8,8,9,6,5,5,1,5,4,4,7,8,2
181:8,8,5,6,4,4,7,3,5,5,6,4,6,3,2,5,2,5,4,8,2,8,9,9,9,5,2,1,1,4
182:8,6,5,7,9,7,6,4,7,9,4,5,8,6,7,8,9,7,6,2,2,3,8,1,7,4,3,6,8,3
183:1,7,7,1,3,8,5,1,7,4,9,6,7,9,2,2,4,3,9,6,8,4,2,7,3,4,1,6,6,3
184:3,6,6,2,2,8,8,1,4,3,4,1,4,7,6,6,5,5,3,7,3,7,2,5,1,2,2,2,5,4
185:9,9,4,5,7,7,7,2,4,7,7,9,9,6,9,4,9,8,4,9,3,1,8,1,7,9,1,9,3,5
186:7,2,5,3,6,1,7,8,8,6,2,2,7,5,4,9,4,8,1,2,1,3,7,5,8,7,8,7,5,4
187:3,2,7,6,8,7,3,4,1,8,1,4,9,6,8,6,3,1,9,9,8,2,6,6,8,6,3,9,8,7
188:2,8,1,8,4,1,2,7,8,5,9,3,3,7,5,3,7,7,3,5,9,1,9,6,5,6,3,9,7,7
189:8,3,7,9,8,3,7,5,5,8,4,8,4,3,3,3,3,5,9,5,5,1,9,7,3,1,1,6,5,8
190:5,8,7,8,3,7,3,1,9,4,7,1,9,1,1,4,4,3,1,8,9,2,9,5,9,1,9,8,9,4
191:1,9,2,3,9,2,5,5,2,8,9,2,4,3,9,9,3,2,4,2,6,2,1,1,2,9,6,7,7,8
192:6,5,5,3,4,2,3,2,9,4,6,4,1,4,3,7,8,6,4,4,5,9,2,2,2,2,9,1,9,9
193:7,6,6,6,5,5,8,3,4,3,2,7,6,5,1,5,9,9,7,9,6,1,8,6,2,6,8,4,3,2
194:4,8,9,3,4,1,2,7,2,9,9,1,6,8,5,1,2,1,1,5,3,9,4,9,3,7,1,1,3,4
195:8,4,4,2,2,1,8,6,4,4,7,4,4,5,5,3,1,4,9,2,4,2,3,5,9,1,9,7,6,4
196:9,3,6,1,5,1,7,8,5,5,3,3,2,5,4,3,5,5,5,2,6,1,9,6,7,2,7,2,8,5
197:9,5,7,4,2,2,7,3,6,7,7,5,7,6,1,3,4,2,2,2,1,1,2,3,6,7,7,7,5,2
198:7,7,9,7,3,6,3,5,2,2,4,2,4,9,1,2,8,2,1,9,3,7,4,7,9,5,8,9,2,3
199:8,2,4,2,7,7,7,2,6,4,6,4,8,2,4,3,5,2,5,4,9,2,4,1,8,8,9,2,6,6
200:4,4,1,7,9,6,4,7,8,1,6,2,5,4,1,6,3,8,7,3,5,7,8,5,7,8,5,1,2,3
201:7,9,4,4,9,8,2,6,7,8,3,6,1,1,8,3,7,1,1,8,7,8,1,6,8,3,9,8,2,3
202:9,6,3,1,5,5,5,3,4,2,8,3,3,5,8,7,9,2,5,6,7,4,7,2,6,8,7,7,3,2
203:8,4,1,3,7,5,2,2,5,9,5,1,4,4,4,7,6,8,9,9,1,8,7,3,5,6,9,5,3,6
204:3,3,9,4,3,2,6,5,8,4,7,7,5,2,8,3,9,8,1,2,4,4,4,3,5,9,1,9,5,1
205:7,2,9,5,3,5,9,4,5,5,5,7,5,3,4,9,2,7,6,9,3,5,2,7,3,2,5,3,7,8
206:4,5,4,1,1,3,6,5,1,4,6,8,6,2,4,2,5,9,1,8,3,2,7,5,9,4,9,6,3,3
207:4,8,4,8,4,4,2,9,7,7,4,9,7,4,9,1,1,6,6,1,4,8,5,8,2,3,7,1,6,5
208:2,7,4,8,7,7,8,9,2,7,4,1,7,3,2,1,8,6,3,8,7,7,8,9,7,2,5,1,8,2
209:2,7,3,1,4,2,1,5,3,2,9,6,4,9,3,5,4,3,6,8,5,6,6,8,4,2,9,5,2,9
210:7,4,2,6,9,5,3,9,4,6,2,4,2,6,2,4,4,7,5,3,1,6,4,1,3,7,1,2,9,1
211:4,7,1,9,5,1,2,5,1,1,9,2,4,6,2,1,1,1,9,4,8,3,4,7,1,9,6,9,8,1
212:5,4,8,8,1,9,2,3,2,6,9,1,2,1,3,8,6,4,8,3,9,4,5,9,5,3,3,8,1,5
213:8,6,6,1,3,7,6,6,1,9,9,7,7,7,5,3,6,1,6,7,7,4,8,4,2,7,7,5,5,8
214:3,1,3,2,1,3,8,3,1,1,3,4,6,4,3,3,9,1,4,1,3,8,8,7,3,6,1,5,9,8
215:8,7,6,6,4,4,3,4,1,7,5,8,7,8,5,7,7,7,6,6,1,9,3,3,8,7,6,9,6,6
216:6,4,7,1,4,1,1,9,1,9,9,7,6,8,7,5,6,6,6,4,6,6,2,2,8,9,8,9,3,9
217:7,1,9,5,7,7,9,9,2,1,6,8,9,8,2,5,7,6,5,1,4,4,2,5,4,6,2,5,2,4
218:2,3,7,4,9,2,4,2,2,8,8,1,5,9,2,7,6,4,4,4,6,2,8,5,4,6,7,8,1,9
219:2,9,4,4,1,6,7,1,3,6,1,6,5,8,3,3,6,1,9,4,6,4,2,8,6,1,3,5,4,6
220:5,5,1,8,7,6,8,8,8,7,5,6,5,8,1,8,8,1,8,9,3,6,5,2,5,1,6,5,3,6
221:9,2,7,1,9,1,3,2,8,9,4,3,8,8,7,6,3,8,8,5,6,2,2,5,2,2,8,9,6,2
222:1,3,9,2,4,6,3,5,2,5,6,6,5,1,1,5,6,1,2,8,7,3,5,4,7,9,7,9,1,2
223:6,7,9,7,3,6,3,5,2,2,4,2,4,9,1,2,8,2,1,9,3,7,4,7,9,5,8,9,2,5
224:1,2,8,9,6,3,6,1,5,5,5,9,7,9,2,5,8,2,4,5,5,2,3,3,9,2,4,3,8,7
225:7,1,1,7,8,9,5,5,3,8,1,5,7,6,5,2,5,2,4,1,9,9,9,1,8,3,4,2,3,7
